case_tag,source_tag,binning_tag,fit_mode,state,rapidity,source_file,output_file,n_weight_bins
local260503_everyOther_linear,local260503,everyOther,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,3
local260503_everyOther_poly2,local260503,everyOther,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,3
local260503_everyOther_expoConst,local260503,everyOther,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,3
local260503_everyOther_doubleExp,local260503,everyOther,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,3
local260503_coarse3_linear,local260503,coarse3,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,2
local260503_coarse3_poly2,local260503,coarse3,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,2
local260503_coarse3_expoConst,local260503,coarse3,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,2
local260503_coarse3_doubleExp,local260503,coarse3,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,2
local260503_nominal_linear,local260503,nominal,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,7
local260503_nominal_poly2,local260503,nominal,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,7
local260503_nominal_expoConst,local260503,nominal,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,7
local260503_nominal_doubleExp,local260503,nominal,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,7
local260503_mergeLow_linear,local260503,mergeLow,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeLow_poly2,local260503,mergeLow,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeLow_expoConst,local260503,mergeLow,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeLow_doubleExp,local260503,mergeLow,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeHigh_linear,local260503,mergeHigh,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeHigh_poly2,local260503,mergeHigh,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeHigh_expoConst,local260503,mergeHigh,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeHigh_doubleExp,local260503,mergeHigh,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,6
local260503_mergeLowHigh_linear,local260503,mergeLowHigh,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,5
local260503_mergeLowHigh_poly2,local260503,mergeLowHigh,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,5
local260503_mergeLowHigh_expoConst,local260503,mergeLowHigh,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,5
local260503_mergeLowHigh_doubleExp,local260503,mergeLowHigh,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,5
local260503_everyOther_linear,local260503,everyOther,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260503_everyOther_poly2,local260503,everyOther,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260503_everyOther_expoConst,local260503,everyOther,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260503_everyOther_doubleExp,local260503,everyOther,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260503_coarse3_linear,local260503,coarse3,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260503_coarse3_poly2,local260503,coarse3,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260503_coarse3_expoConst,local260503,coarse3,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260503_coarse3_doubleExp,local260503,coarse3,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260503_nominal_linear,local260503,nominal,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,8
local260503_nominal_poly2,local260503,nominal,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,8
local260503_nominal_expoConst,local260503,nominal,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,8
local260503_nominal_doubleExp,local260503,nominal,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,8
local260503_mergeLow_linear,local260503,mergeLow,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeLow_poly2,local260503,mergeLow,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeLow_expoConst,local260503,mergeLow,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeLow_doubleExp,local260503,mergeLow,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeHigh_linear,local260503,mergeHigh,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeHigh_poly2,local260503,mergeHigh,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeHigh_expoConst,local260503,mergeHigh,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeHigh_doubleExp,local260503,mergeHigh,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,7
local260503_mergeLowHigh_linear,local260503,mergeLowHigh,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260503_mergeLowHigh_poly2,local260503,mergeLowHigh,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260503_mergeLowHigh_expoConst,local260503,mergeLowHigh,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260503_mergeLowHigh_doubleExp,local260503,mergeLowHigh,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260503_everyOther_linear,local260503,everyOther,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260503_everyOther_poly2,local260503,everyOther,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260503_everyOther_expoConst,local260503,everyOther,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260503_everyOther_doubleExp,local260503,everyOther,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260503_coarse3_linear,local260503,coarse3,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260503_coarse3_poly2,local260503,coarse3,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260503_coarse3_expoConst,local260503,coarse3,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260503_coarse3_doubleExp,local260503,coarse3,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
